touch_id,journey_id,order_id,touch_at,touch_date,channel,campaign_id,interaction,currency,synthetic
SS-T0203,SS-J0113,SS-O0113,2026-08-23T13:00:00.000Z,2026-08-23,Direct,DIRECT,click,USD,true
SS-T0204,SS-J0114,SS-O0114,2026-08-24T13:00:00.000Z,2026-08-24,Direct,DIRECT,click,USD,true
SS-T0205,SS-J0115,SS-O0115,2026-08-25T13:00:00.000Z,2026-08-25,Direct,DIRECT,click,USD,true
SS-T0206,SS-J0116,SS-O0116,2026-08-26T13:00:00.000Z,2026-08-26,Direct,DIRECT,click,USD,true
SS-T0207,SS-J0117,SS-O0117,2026-08-27T13:00:00.000Z,2026-08-27,Direct,DIRECT,click,USD,true
SS-T0208,SS-J0118,SS-O0118,2026-08-28T13:00:00.000Z,2026-08-28,Direct,DIRECT,click,USD,true
SS-T0209,SS-J0119,SS-O0119,2026-08-29T13:00:00.000Z,2026-08-29,Direct,DIRECT,click,USD,true
SS-T0210,SS-J0120,SS-O0120,2026-08-30T13:00:00.000Z,2026-08-30,Direct,DIRECT,click,USD,true
SS-T0211,SS-J0001,SS-O0001,2026-08-24T08:00:00.000Z,2026-08-24,Meta Ads,SS-META-01,click,USD,true
SS-T0212,SS-J0001,SS-O0001,2026-08-16T09:00:00.000Z,2026-08-16,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0213,SS-J0002,SS-O0002,2026-08-25T10:00:00.000Z,2026-08-25,Meta Ads,SS-META-01,click,USD,true
SS-T0214,SS-N0001,,2026-08-24T09:00:00.000Z,2026-08-24,Meta Ads,SS-META-01,click,USD,true
SS-T0215,SS-N0001,,2026-08-24T10:00:00.000Z,2026-08-24,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0216,SS-N0002,,2026-08-25T09:00:00.000Z,2026-08-25,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0217,SS-N0002,,2026-08-25T10:00:00.000Z,2026-08-25,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0218,SS-N0003,,2026-08-26T09:00:00.000Z,2026-08-26,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0219,SS-N0003,,2026-08-26T10:00:00.000Z,2026-08-26,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0220,SS-N0004,,2026-08-27T09:00:00.000Z,2026-08-27,Meta Ads,SS-META-01,click,USD,true
SS-T0221,SS-N0004,,2026-08-27T10:00:00.000Z,2026-08-27,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0222,SS-N0005,,2026-08-28T09:00:00.000Z,2026-08-28,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0223,SS-N0005,,2026-08-28T10:00:00.000Z,2026-08-28,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0224,SS-N0006,,2026-08-29T09:00:00.000Z,2026-08-29,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0225,SS-N0006,,2026-08-29T10:00:00.000Z,2026-08-29,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0226,SS-N0007,,2026-08-30T09:00:00.000Z,2026-08-30,Meta Ads,SS-META-01,click,USD,true
SS-T0227,SS-N0007,,2026-08-30T10:00:00.000Z,2026-08-30,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0228,SS-N0008,,2026-08-31T09:00:00.000Z,2026-08-31,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0229,SS-N0008,,2026-08-31T10:00:00.000Z,2026-08-31,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0230,SS-N0009,,2026-09-01T09:00:00.000Z,2026-09-01,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0231,SS-N0009,,2026-09-01T10:00:00.000Z,2026-09-01,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0232,SS-N0010,,2026-09-02T09:00:00.000Z,2026-09-02,Meta Ads,SS-META-01,click,USD,true
SS-T0233,SS-N0010,,2026-09-02T10:00:00.000Z,2026-09-02,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0234,SS-N0011,,2026-09-03T09:00:00.000Z,2026-09-03,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0235,SS-N0011,,2026-09-03T10:00:00.000Z,2026-09-03,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0236,SS-N0012,,2026-09-04T09:00:00.000Z,2026-09-04,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0237,SS-N0012,,2026-09-04T10:00:00.000Z,2026-09-04,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0238,SS-N0013,,2026-09-05T09:00:00.000Z,2026-09-05,Meta Ads,SS-META-01,click,USD,true
SS-T0239,SS-N0013,,2026-09-05T10:00:00.000Z,2026-09-05,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0240,SS-N0014,,2026-09-06T09:00:00.000Z,2026-09-06,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0241,SS-N0014,,2026-09-06T10:00:00.000Z,2026-09-06,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0242,SS-N0015,,2026-09-07T09:00:00.000Z,2026-09-07,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0243,SS-N0015,,2026-09-07T10:00:00.000Z,2026-09-07,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0244,SS-N0016,,2026-09-08T09:00:00.000Z,2026-09-08,Meta Ads,SS-META-01,click,USD,true
SS-T0245,SS-N0016,,2026-09-08T10:00:00.000Z,2026-09-08,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0246,SS-N0017,,2026-09-09T09:00:00.000Z,2026-09-09,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0247,SS-N0017,,2026-09-09T10:00:00.000Z,2026-09-09,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0248,SS-N0018,,2026-09-10T09:00:00.000Z,2026-09-10,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0249,SS-N0018,,2026-09-10T10:00:00.000Z,2026-09-10,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0250,SS-N0019,,2026-09-11T09:00:00.000Z,2026-09-11,Meta Ads,SS-META-01,click,USD,true
SS-T0251,SS-N0019,,2026-09-11T10:00:00.000Z,2026-09-11,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0252,SS-N0020,,2026-09-12T09:00:00.000Z,2026-09-12,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0253,SS-N0020,,2026-09-12T10:00:00.000Z,2026-09-12,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0254,SS-N0021,,2026-09-13T09:00:00.000Z,2026-09-13,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0255,SS-N0021,,2026-09-13T10:00:00.000Z,2026-09-13,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0256,SS-N0022,,2026-09-14T09:00:00.000Z,2026-09-14,Meta Ads,SS-META-01,click,USD,true
SS-T0257,SS-N0022,,2026-09-14T10:00:00.000Z,2026-09-14,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0258,SS-N0023,,2026-09-15T09:00:00.000Z,2026-09-15,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0259,SS-N0023,,2026-09-15T10:00:00.000Z,2026-09-15,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0260,SS-N0024,,2026-09-16T09:00:00.000Z,2026-09-16,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0261,SS-N0024,,2026-09-16T10:00:00.000Z,2026-09-16,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0262,SS-N0025,,2026-09-17T09:00:00.000Z,2026-09-17,Meta Ads,SS-META-01,click,USD,true
SS-T0263,SS-N0025,,2026-09-17T10:00:00.000Z,2026-09-17,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0264,SS-N0026,,2026-09-18T09:00:00.000Z,2026-09-18,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0265,SS-N0026,,2026-09-18T10:00:00.000Z,2026-09-18,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0266,SS-N0027,,2026-09-19T09:00:00.000Z,2026-09-19,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0267,SS-N0027,,2026-09-19T10:00:00.000Z,2026-09-19,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0268,SS-N0028,,2026-09-20T09:00:00.000Z,2026-09-20,Meta Ads,SS-META-01,click,USD,true
SS-T0269,SS-N0028,,2026-09-20T10:00:00.000Z,2026-09-20,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0270,SS-N0029,,2026-08-24T09:00:00.000Z,2026-08-24,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0271,SS-N0029,,2026-08-24T10:00:00.000Z,2026-08-24,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0272,SS-N0030,,2026-08-25T09:00:00.000Z,2026-08-25,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0273,SS-N0030,,2026-08-25T10:00:00.000Z,2026-08-25,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0274,SS-N0031,,2026-08-26T09:00:00.000Z,2026-08-26,Meta Ads,SS-META-01,click,USD,true
SS-T0275,SS-N0032,,2026-08-27T09:00:00.000Z,2026-08-27,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0276,SS-N0033,,2026-08-28T09:00:00.000Z,2026-08-28,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0277,SS-N0034,,2026-08-29T09:00:00.000Z,2026-08-29,Meta Ads,SS-META-01,click,USD,true
SS-T0278,SS-N0035,,2026-08-30T09:00:00.000Z,2026-08-30,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0279,SS-N0036,,2026-08-31T09:00:00.000Z,2026-08-31,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0280,SS-N0037,,2026-09-01T09:00:00.000Z,2026-09-01,Meta Ads,SS-META-01,click,USD,true
SS-T0281,SS-N0038,,2026-09-02T09:00:00.000Z,2026-09-02,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0282,SS-N0039,,2026-09-03T09:00:00.000Z,2026-09-03,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0283,SS-N0040,,2026-09-04T09:00:00.000Z,2026-09-04,Meta Ads,SS-META-01,click,USD,true
SS-T0284,SS-N0041,,2026-09-05T09:00:00.000Z,2026-09-05,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0285,SS-N0042,,2026-09-06T09:00:00.000Z,2026-09-06,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0286,SS-N0043,,2026-09-07T09:00:00.000Z,2026-09-07,Meta Ads,SS-META-01,click,USD,true
SS-T0287,SS-N0044,,2026-09-08T09:00:00.000Z,2026-09-08,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0288,SS-N0045,,2026-09-09T09:00:00.000Z,2026-09-09,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0289,SS-N0046,,2026-09-10T09:00:00.000Z,2026-09-10,Meta Ads,SS-META-01,click,USD,true
SS-T0290,SS-N0047,,2026-09-11T09:00:00.000Z,2026-09-11,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0291,SS-N0048,,2026-09-12T09:00:00.000Z,2026-09-12,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0292,SS-N0049,,2026-09-13T09:00:00.000Z,2026-09-13,Meta Ads,SS-META-01,click,USD,true
SS-T0293,SS-N0050,,2026-09-14T09:00:00.000Z,2026-09-14,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0294,SS-N0051,,2026-09-15T09:00:00.000Z,2026-09-15,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0295,SS-N0052,,2026-09-16T09:00:00.000Z,2026-09-16,Meta Ads,SS-META-01,click,USD,true
SS-T0296,SS-N0053,,2026-09-17T09:00:00.000Z,2026-09-17,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0297,SS-N0054,,2026-09-18T09:00:00.000Z,2026-09-18,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0298,SS-N0055,,2026-09-19T09:00:00.000Z,2026-09-19,Meta Ads,SS-META-01,click,USD,true
SS-T0299,SS-N0056,,2026-09-20T09:00:00.000Z,2026-09-20,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0300,SS-N0057,,2026-08-24T09:00:00.000Z,2026-08-24,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0301,SS-N0058,,2026-08-25T09:00:00.000Z,2026-08-25,Meta Ads,SS-META-01,click,USD,true
SS-T0302,SS-N0059,,2026-08-26T09:00:00.000Z,2026-08-26,Google Ads,SS-GOOGLE-01,click,USD,true
SS-T0303,SS-N0060,,2026-08-27T09:00:00.000Z,2026-08-27,TikTok Ads,SS-TIKTOK-01,click,USD,true
SS-T0001,SS-J0001,SS-O0001,2026-08-22T09:00:00.000Z,2026-08-22,Meta Ads,SS-META-01,click,USD,true
SS-T0015,SS-J0008,SS-O0008,2026-08-29T09:00:00.000Z,2026-08-29,Meta Ads,SS-META-01,click,USD,true
